betriebstag;linie_railml;zugnummer;bhf;planzeit_an;planzeit_ab;ibnr;bhflang;x_koord;y_koord;betriebstag_vorher;linie_railml_vorher;zugnummer_vorher;bhf_vorher;planzeit_an_vorher;planzeit_ab_vorher;ibnr_vorher;bhflang_vorher;x_koord_vorher;y_koord_vorher;fahrtzeit_ersatzbus;Linienverlauf
2023-01-24;RB 74;76778.0;SNK;16:05:00;16:08:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;2023-01-24;RB 74;76778.0;SNKW;16:02:00;16:02:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;0 days 00:10:00;ecflHembk@\BLAPYDUdA`@rB^jAJXJr@`@@LCJIFa@@MDOJMMq@Jm@Ni@@cEa@kAFg@HuBx@mChBe@h@W`@a@|@a@vAe@jCOn@s@hBg@~@Wp@a@`BS|AKtAClA@dBFlAZ`Dh@tCf@pBZx@R\r@n@ALBPHLFBJ?FIFQj@`@~ChDX^R^L^Hh@@n@[dH?z@Fr@nBnJP|@F~@?x@Ct@Kx@On@Wr@eAvBOd@On@KbAEnA?x@HvCVvDjBnP\lBNn@~AnFlArDZn@n@fAZv@Tt@^lB`@hCVtBb@`GNzCDxA?t@Gj@cH|W]fAaBdEWrAO`Bq@nMCdBF~ARhBv@~Fg@VMLGRARBfBOb@ID}AZk@MK@WJILGNEj@?TD\fA~CPMXCJ@FFDJDJXpGk@XGJGEa@RQq@
2023-01-24;RB 74;76778.0;SSWL;16:13:00;16:13:00;8005346.0;Schiffweiler;7.13035;49.36472;2023-01-24;RB 74;76778.0;SNK;16:05:00;16:08:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;0 days 00:10:00;klflH_{xj@Pp@`@SFDBTHH^QHSIyBSwDKWGGKAYBQL\hCDLPLVGxBoAZJNXJ`@XbGR~AdBrFh@pBv@nDd@nBf@tAVd@b@j@f@`@hAj@TDd@LnBBTLDJH`@BhECx@EbAMv@GDGHCLBr@a@|BQ|AEhA@rBD|@Hv@Ln@pBxGXhAJr@@r@Ad@SfASb@UV[Rg@P_FnAULaBh@SGUFOZAR?TJ\FFBf@Az@]jFCdAAl@@|@NjB^dD\tDPjDT`HVvEHvC?|GYlCIZe@x@Ol@Cp@Bz@?l@Ih@gBbFaAxBaB`Bg@j@]l@a@dA[nAW~B[bKWrDiB`OsB~Ng@|B_@bAqAnCsBzDs@jBMf@A~@HbCWTKP[fA[t@SPgB?yHjA[Le@ZsA~Ak@\WJ{Cp@i@Bq@MuAw@[IaAAgDx@SR[r@k@nBYn@sCrEOHSAIGEM?[\uBBUAU}AiDOU
2023-01-24;RB 74;76778.0;SWRR;16:17:00;16:17:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;2023-01-24;RB 74;76778.0;SSWL;16:13:00;16:13:00;8005346.0;Schiffweiler;7.13035;49.36472;0 days 00:09:00;_qhlHcroj@_HiEWM}@KeJ[{@B{Ab@qFhBSNQRKZw@lE]|A{AtF{@hCF^B^HpETxHLx@^vAHh@PvE?bAA^U|@_CtGc@~AKp@Ep@CrAEr@Gh@Ih@oAlFQhACf@?r@@f@Nt@Nh@LTd@f@z@p@`@RhAZNHFJ@p@K`AOPk@j@U\O^In@Av@@`@Fl@rCvQLx@Dr@I`LBf@p@hGXlDj@fIBfAAlEEnACd@WbBGr@CxACr@YdBEn@IdCW~Ey@dTKrAs@nEKVKJIDBh@Cn@CNdAx@jD~AjAfA|DtEZTXHDXFDAJ
2023-01-24;RB 74;76778.0;SGN;16:21:00;16:22:00;8002238.0;Gennweiler;7.04992;49.37023;2023-01-24;RB 74;76778.0;SWRR;16:17:00;16:17:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;0 days 00:08:00;qlilHskgj@@KJ?RMVEH?THDLT@FIP@PI|AkAb@O\BNFNNZh@LZHd@Fv@XxGHrH?vGHnBr@bJNv@Zl@|BpDXh@ZbAz@tDPh@xBtG~@xBv@xAhBnC~@dB`@`AV|@`@bBlDvQh@tBdA`DIT@RFL_G|KkAlBiB`CuCbCk@NwB?g@Dc@PWRW^Sf@Or@[vBK`@c@v@YZ]RYJ[BiBQS?m@HSJg@h@Y`@cBzCc@j@i@ZgEx@k@NWJe@`@Yj@Ql@e@pCUhBq@vGObAKXLb@Ht@LxBHb@Vj@Z\^j@R^J\BPAb@S~@yAlDC\AbCENp@fAZv@`AxCBN?RCH}ApBe@r@CH?DFf@Jb@~CgB
2023-01-24;RB 74;76778.0;SILG;16:25:00;;8003059.0;Illingen(Saar);7.0495;49.37818;2023-01-24;RB 74;76778.0;SGN;16:21:00;16:22:00;8002238.0;Gennweiler;7.04992;49.37023;0 days 00:04:00;krilHc{_j@_DfBEQQLuGbHw@r@o@ZqAXa@CSIkA{@oBaAcBfBu@~@m@`A_AhBgEaHa@a@UK]Iy@C{@FY?IGKSE[AOFWPQ^ILQBMC_@IQIMi@]R_A
2023-01-24;RB 74;76779.0;SILG;;16:35:00;8003059.0;Illingen(Saar);7.0495;49.37818;;;;;;;;;;;;
2023-01-24;RB 74;76779.0;SGN;16:36:00;16:37:00;8002238.0;Gennweiler;7.04992;49.37023;2023-01-24;RB 74;76779.0;SILG;;16:35:00;8003059.0;Illingen(Saar);7.0495;49.37818;0 days 00:04:00;{cklHyy_j@p@_Dl@jBDVBRK`B@TFXy@RCLMP_@HQPGV@NDZJRHFX?z@Gx@B\HTJ`@`@fE`H~@iBl@aAt@_AbBgBnB`AjAz@RH`@BpAYn@[v@s@tGcHPMDP~CgB
2023-01-24;RB 74;76779.0;SWRR;16:41:00;16:41:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;2023-01-24;RB 74;76779.0;SGN;16:36:00;16:37:00;8002238.0;Gennweiler;7.04992;49.37023;0 days 00:08:00;krilHc{_j@_DfBKc@Gg@?EBId@s@|AqBBI?SCOaAyC[w@q@gADO@cCB]xAmDR_A@c@CQK]S_@_@k@[]Wk@Ic@MyBIu@Mc@JYNcAp@wGTiBd@qCPm@Xk@d@a@VKj@OfEy@h@[b@k@bB{CXa@f@i@RKl@IR?hBPZCXK\SX[b@w@Ja@ZwBNs@Rg@V_@VSb@Qf@EvB?j@OtCcChBaCp@eAxGeMFDNCHQ?UCKGIEAODeAaDi@uBmDwQa@cBW}@a@aA_AeBiBoCw@yA_AyByBuGQi@{@uD[cAYi@}BqD[m@Ow@s@cJIoB?wGIsHYyGGw@Ie@M[[i@OOOG]Cc@N}AjAQHQABM?KEQCEOCKHOBcAOMFERDXFDAJ
2023-01-24;RB 74;76779.0;SSWL;16:45:00;16:45:00;8005346.0;Schiffweiler;7.13035;49.36472;2023-01-24;RB 74;76779.0;SWRR;16:41:00;16:41:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;0 days 00:09:00;qlilHskgj@@KJ?RMVEH?THDLT@FIBM?KEQCEOCKHOBcAOMFERYI[U}DuEkAgAkD_BeAy@BOBo@Ci@HEJKJWr@oEJsAx@eTV_FHeCDo@XeBBs@ByAFs@VcBBe@DoA@mECgAk@gIYmDq@iGCg@HaLEs@My@sCwQGm@Aa@@w@Ho@N_@T]j@k@NQJaAAq@GKOIiA[a@S{@q@e@g@MUOi@Ou@Ag@?s@Bg@PiAnAmFHi@Fi@Ds@BsADq@Jq@b@_B~BuGT}@@_@?cAQwEIi@_@wAMy@UyHIqEC_@G_@z@iCzAuF\}Av@mEJ[PSROpFiBzAc@z@CdJZ|@JVL~GhE
2023-01-24;RB 74;76779.0;SNK;16:51:00;16:53:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;2023-01-24;RB 74;76779.0;SSWL;16:45:00;16:45:00;8005346.0;Schiffweiler;7.13035;49.36472;0 days 00:10:00;_qhlHcroj@NT|AhD@TCT]tB?ZDLHFR@NIrCsEXo@j@oBZs@RSfDy@`A@ZHtAv@p@Lh@CzCq@VKj@]rA_Bd@[ZMxHkAfB?RQZu@ZgAJQVUIcC@_ALg@r@kBrB{DpAoC^cAf@}BrB_OhBaOVsDZcKV_CZoA`@eA\m@f@k@`BaB~CgHv@qCFGTIFKDO?a@ESA_@JyAD_A@kFAoCIwCWwEUaHQkD]uD_@eDOkBA}@@m@n@iHD_AHg@PQDOBQAYNWPQl@a@TM~EoAf@QZSTWRc@RgA@e@As@Ks@YiAyAcFMu@UiBG}@AoBJoBj@aDNa@LMBM?MEO?c@JcBFmJcADkCAYCYBk@Yg@a@c@k@We@g@uAe@oBw@oDi@qBeBsFS_BMyBGqBCWKa@OYa@MO@iBf@i@R]iCPMXCJ@FFDJDJXpGk@XGJGEa@RQq@
2023-01-24;RB 74;76779.0;SNKW;16:56:00;16:57:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;2023-01-24;RB 74;76779.0;SNK;16:51:00;16:53:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;0 days 00:10:00;klflH_{xj@Pp@`@SFDBTHH^QHSIyBSwDKWGGKAYBQLgA_DE]?UDk@FOHMVKJAj@L|A[HENc@CgB@SFSLMf@Ww@_GSiBG_BBeBp@oMNaBVsA`BeE\gAbH}WFk@?u@EyAO{Cc@aGWuBa@iC_@mBUu@[w@o@gA[o@mAsD_BoFOo@]mBkBoPWwDIwC?y@DoAJcANo@Ne@dAwBVs@No@Jy@Bu@?y@G_AQ}@oBoJGs@?{@ZeHAo@Ii@M_@S_@yDiEk@a@C[CGIIM@EBIPs@o@S][y@Om@WcAi@uC[aDGmAAeBBmAJuAR}A`@aBVq@f@_Ar@iBNo@d@kC`@wA`@}@Va@d@i@lCiBtBy@f@IjAGbE`@h@Al@Op@KLLNKLE`@AHGBKAMs@a@YKkAKsB_@eAa@ETQXM@]C
2023-01-24;RB 74;76779.0;SBX;16:59:00;16:59:00;8000941.0;Bexbach;7.2554;49.34692;2023-01-24;RB 74;76779.0;SNKW;16:56:00;16:57:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;0 days 00:07:00;ecflHembk@\BLAPYDUdA`@rB^jAJXJr@`@@LCJIFa@@MDOJDN?PAt@F\TZJDN?JKN]v@wBNO`AMvAo@`@YMc@]u@s@qAX_@^w@DU?[Cg@oAaGMu@K_AIsAQeHCsB@yCEoBMmCC}AHoAp@wFD}ACq@Kk@Qo@q@uBiCqGaCeFg@eB@MAYKMEAKc@Gg@Cg@AcA~@{HbA_NNgB^sBdAmDP{@LiAFy@F{BRQjDwFn@u@bB{ArB}A~DoC{@aCpA}@JOCe@e@_B
2023-01-24;RB 74;76779.0;SHO;17:05:00;;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;2023-01-24;RB 74;76779.0;SBX;16:59:00;16:59:00;8000941.0;Bexbach;7.2554;49.34692;0 days 00:15:00;gbelHg`hk@d@~ABd@KNqA|@z@`Cf@KjBB`@KDNNHLEHQ@KCUEGMIMDSgA_A{Dt@k@BK@UAMo@sBI]SsBIoAA_Am@qFFK?KIKGBOa@}@}CYwAE[?UBCFOCKEGI@GNK@KH}AlAcAp@Qo@SaAGm@IiAMwDCkCB}CDaBVkENoAHgA?[HEHO@SEUPi@FWx@mG\yCb@{IHcAJs@vAaIhIwb@h@gB~A_DNa@t@qETcAx@gCz@wBjFcKzAgDv@yBh@mBb@qBb@cCb@mDVoCLcCBgCAeAQkE[mCUiAc@yAeDwIu@cCYyAWwBCk@E{A?mBLwBH}@RmAHYfA_DhJuStj@idApFmKjZwm@~C_GvOaWtB_D|@{@dA{@nAy@fB{@a@iAmGwKoEcHyAyA{AkAa@a@s@cAk@oAOc@WeA_@{BMmAG}@CaBYOq@F_@J[LcDr@uA`@u@f@mAxA
2023-01-24;RB 74;76780.0;SHO;;16:55:00;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;;;;;;;;;;;;
2023-01-24;RB 74;76780.0;SBX;17:00:00;17:01:00;8000941.0;Bexbach;7.2554;49.34692;2023-01-24;RB 74;76780.0;SHO;;16:55:00;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;0 days 00:13:00;ssalHogxk@lAyAt@g@tAa@hAYxAYd@A`@DRLLVJn@RfCV`Bb@hBj@`Bd@v@`@f@xCdChAhAj@x@hDrFzEtIL\BPE^IVuBrAgAz@{@z@uB`DmMzSqAvBwCnFsDpHgQl^wIzPoF|Jw\~m@eFpJwInSa@hAe@nBSlAI|@MvB?lBDzABj@VvBXxAt@bCdDvIb@xAThALx@LrAFx@HpC@dACfCMbCWnCc@lDc@bCc@pBi@lBw@xB{AfDkFbK{@vBy@fCUbAu@pEO`@_B~Ci@fBiIvb@wA`IKr@IbAc@zI]xCy@lGGVQh@KKO?MPCN@NLTLB?ZIfAOnAWjEE`BC|CBjCLvDHhAFl@R`A~BjJRhA@f@IZlAdAh@r@R`@l@tBzAzF~@zDRfAIR?Va@JkBCg@J{@aCpA}@JOCe@e@_B
2023-01-24;RB 74;76780.0;SNKW;17:03:00;17:03:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;2023-01-24;RB 74;76780.0;SBX;17:00:00;17:01:00;8000941.0;Bexbach;7.2554;49.34692;0 days 00:07:00;gbelHg`hk@d@~ABd@KNqA|@z@`C_EnCsB|AcBzAo@t@kDvFSPGzBGx@MhAQz@eAlD_@rBE`@mAdP_AzHEl@?r@JbBCL@ZJJJ@LNzA|CnAnChCpGp@tBPn@Jj@Bp@E|Aq@vFInAB|ALlCDnBAxCBrBPdHHrAJ~@Lt@nA`GBf@?ZET_@v@Y^r@pA\t@Lb@a@XwAn@aALONw@vBO\KJO?KEU[G]@u@?QEONKLE`@AHGBKAMs@a@YKkAKsB_@eAa@ETQXM@]C
2023-01-24;RB 74;76780.0;SNK;17:06:00;17:08:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;2023-01-24;RB 74;76780.0;SNKW;17:03:00;17:03:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;0 days 00:10:00;ecflHembk@\BLAPYDUdA`@rB^jAJXJr@`@@LCJIFa@@MDOJMMq@Jm@Ni@@cEa@kAFg@HuBx@mChBe@h@W`@a@|@a@vAe@jCOn@s@hBg@~@Wp@a@`BS|AKtAClA@dBFlAZ`Dh@tCf@pBZx@R\r@n@ALBPHLFBJ?FIFQj@`@~ChDX^R^L^Hh@@n@[dH?z@Fr@nBnJP|@F~@?x@Ct@Kx@On@Wr@eAvBOd@On@KbAEnA?x@HvCVvDjBnP\lBNn@~AnFlArDZn@n@fAZv@Tt@^lB`@hCVtBb@`GNzCDxA?t@Gj@cH|W]fAaBdEWrAO`Bq@nMCdBF~ARhBv@~Fg@VMLGRARBfBOb@ID}AZk@MK@WJILGNEj@?TD\fA~CPMXCJ@FFDJDJXpGk@XGJGEa@RQq@
2023-01-24;RB 74;76780.0;SSWL;17:13:00;17:13:00;8005346.0;Schiffweiler;7.13035;49.36472;2023-01-24;RB 74;76780.0;SNK;17:06:00;17:08:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;0 days 00:10:00;klflH_{xj@Pp@`@SFDBTHH^QHSIyBSwDKWGGKAYBQL\hCDLPLVGxBoAZJNXJ`@XbGR~AdBrFh@pBv@nDd@nBf@tAVd@b@j@f@`@hAj@TDd@LnBBTLDJH`@BhECx@EbAMv@GDGHCLBr@a@|BQ|AEhA@rBD|@Hv@Ln@pBxGXhAJr@@r@Ad@SfASb@UV[Rg@P_FnAULaBh@SGUFOZAR?TJ\FFBf@Az@]jFCdAAl@@|@NjB^dD\tDPjDT`HVvEHvC?|GYlCIZe@x@Ol@Cp@Bz@?l@Ih@gBbFaAxBaB`Bg@j@]l@a@dA[nAW~B[bKWrDiB`OsB~Ng@|B_@bAqAnCsBzDs@jBMf@A~@HbCWTKP[fA[t@SPgB?yHjA[Le@ZsA~Ak@\WJ{Cp@i@Bq@MuAw@[IaAAgDx@SR[r@k@nBYn@sCrEOHSAIGEM?[\uBBUAU}AiDOU
2023-01-24;RB 74;76780.0;SWRR;17:17:00;17:17:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;2023-01-24;RB 74;76780.0;SSWL;17:13:00;17:13:00;8005346.0;Schiffweiler;7.13035;49.36472;0 days 00:09:00;_qhlHcroj@_HiEWM}@KeJ[{@B{Ab@qFhBSNQRKZw@lE]|A{AtF{@hCF^B^HpETxHLx@^vAHh@PvE?bAA^U|@_CtGc@~AKp@Ep@CrAEr@Gh@Ih@oAlFQhACf@?r@@f@Nt@Nh@LTd@f@z@p@`@RhAZNHFJ@p@K`AOPk@j@U\O^In@Av@@`@Fl@rCvQLx@Dr@I`LBf@p@hGXlDj@fIBfAAlEEnACd@WbBGr@CxACr@YdBEn@IdCW~Ey@dTKrAs@nEKVKJIDBh@Cn@CNdAx@jD~AjAfA|DtEZTXHDXFDAJ
2023-01-24;RB 74;76780.0;SGN;17:21:00;17:22:00;8002238.0;Gennweiler;7.04992;49.37023;2023-01-24;RB 74;76780.0;SWRR;17:17:00;17:17:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;0 days 00:08:00;qlilHskgj@@KJ?RMVEH?THDLT@FIP@PI|AkAb@O\BNFNNZh@LZHd@Fv@XxGHrH?vGHnBr@bJNv@Zl@|BpDXh@ZbAz@tDPh@xBtG~@xBv@xAhBnC~@dB`@`AV|@`@bBlDvQh@tBdA`DIT@RFL_G|KkAlBiB`CuCbCk@NwB?g@Dc@PWRW^Sf@Or@[vBK`@c@v@YZ]RYJ[BiBQS?m@HSJg@h@Y`@cBzCc@j@i@ZgEx@k@NWJe@`@Yj@Ql@e@pCUhBq@vGObAKXLb@Ht@LxBHb@Vj@Z\^j@R^J\BPAb@S~@yAlDC\AbCENp@fAZv@`AxCBN?RCH}ApBe@r@CH?DFf@Jb@~CgB
2023-01-24;RB 74;76780.0;SILG;17:25:00;;8003059.0;Illingen(Saar);7.0495;49.37818;2023-01-24;RB 74;76780.0;SGN;17:21:00;17:22:00;8002238.0;Gennweiler;7.04992;49.37023;0 days 00:04:00;krilHc{_j@_DfBEQQLuGbHw@r@o@ZqAXa@CSIkA{@oBaAcBfBu@~@m@`A_AhBgEaHa@a@UK]Iy@C{@FY?IGKSE[AOFWPQ^ILQBMC_@IQIMi@]R_A
2023-01-24;RB 74;76781.0;SILG;;17:35:00;8003059.0;Illingen(Saar);7.0495;49.37818;;;;;;;;;;;;
2023-01-24;RB 74;76781.0;SGN;17:36:00;17:37:00;8002238.0;Gennweiler;7.04992;49.37023;2023-01-24;RB 74;76781.0;SILG;;17:35:00;8003059.0;Illingen(Saar);7.0495;49.37818;0 days 00:04:00;{cklHyy_j@p@_Dl@jBDVBRK`B@TFXy@RCLMP_@HQPGV@NDZJRHFX?z@Gx@B\HTJ`@`@fE`H~@iBl@aAt@_AbBgBnB`AjAz@RH`@BpAYn@[v@s@tGcHPMDP~CgB
2023-01-24;RB 74;76781.0;SWRR;17:41:00;17:41:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;2023-01-24;RB 74;76781.0;SGN;17:36:00;17:37:00;8002238.0;Gennweiler;7.04992;49.37023;0 days 00:08:00;krilHc{_j@_DfBKc@Gg@?EBId@s@|AqBBI?SCOaAyC[w@q@gADO@cCB]xAmDR_A@c@CQK]S_@_@k@[]Wk@Ic@MyBIu@Mc@JYNcAp@wGTiBd@qCPm@Xk@d@a@VKj@OfEy@h@[b@k@bB{CXa@f@i@RKl@IR?hBPZCXK\SX[b@w@Ja@ZwBNs@Rg@V_@VSb@Qf@EvB?j@OtCcChBaCp@eAxGeMFDNCHQ?UCKGIEAODeAaDi@uBmDwQa@cBW}@a@aA_AeBiBoCw@yA_AyByBuGQi@{@uD[cAYi@}BqD[m@Ow@s@cJIoB?wGIsHYyGGw@Ie@M[[i@OOOG]Cc@N}AjAQHQABM?KEQCEOCKHOBcAOMFERDXFDAJ
2023-01-24;RB 74;76781.0;SSWL;17:45:00;17:45:00;8005346.0;Schiffweiler;7.13035;49.36472;2023-01-24;RB 74;76781.0;SWRR;17:41:00;17:41:00;8000378.0;Wemmetsweiler Rathaus;7.08808;49.36917;0 days 00:09:00;qlilHskgj@@KJ?RMVEH?THDLT@FIBM?KEQCEOCKHOBcAOMFERYI[U}DuEkAgAkD_BeAy@BOBo@Ci@HEJKJWr@oEJsAx@eTV_FHeCDo@XeBBs@ByAFs@VcBBe@DoA@mECgAk@gIYmDq@iGCg@HaLEs@My@sCwQGm@Aa@@w@Ho@N_@T]j@k@NQJaAAq@GKOIiA[a@S{@q@e@g@MUOi@Ou@Ag@?s@Bg@PiAnAmFHi@Fi@Ds@BsADq@Jq@b@_B~BuGT}@@_@?cAQwEIi@_@wAMy@UyHIqEC_@G_@z@iCzAuF\}Av@mEJ[PSROpFiBzAc@z@CdJZ|@JVL~GhE
2023-01-24;RB 74;76781.0;SNK;17:51:00;17:53:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;2023-01-24;RB 74;76781.0;SSWL;17:45:00;17:45:00;8005346.0;Schiffweiler;7.13035;49.36472;0 days 00:10:00;_qhlHcroj@NT|AhD@TCT]tB?ZDLHFR@NIrCsEXo@j@oBZs@RSfDy@`A@ZHtAv@p@Lh@CzCq@VKj@]rA_Bd@[ZMxHkAfB?RQZu@ZgAJQVUIcC@_ALg@r@kBrB{DpAoC^cAf@}BrB_OhBaOVsDZcKV_CZoA`@eA\m@f@k@`BaB~CgHv@qCFGTIFKDO?a@ESA_@JyAD_A@kFAoCIwCWwEUaHQkD]uD_@eDOkBA}@@m@n@iHD_AHg@PQDOBQAYNWPQl@a@TM~EoAf@QZSTWRc@RgA@e@As@Ks@YiAyAcFMu@UiBG}@AoBJoBj@aDNa@LMBM?MEO?c@JcBFmJcADkCAYCYBk@Yg@a@c@k@We@g@uAe@oBw@oDi@qBeBsFS_BMyBGqBCWKa@OYa@MO@iBf@i@R]iCPMXCJ@FFDJDJXpGk@XGJGEa@RQq@
2023-01-24;RB 74;76781.0;SNKW;17:56:00;17:57:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;2023-01-24;RB 74;76781.0;SNK;17:51:00;17:53:00;8000272.0;Neunkirchen(Saar)Hbf;7.17755;49.35389;0 days 00:10:00;klflH_{xj@Pp@`@SFDBTHH^QHSIyBSwDKWGGKAYBQLgA_DE]?UDk@FOHMVKJAj@L|A[HENc@CgB@SFSLMf@Ww@_GSiBG_BBeBp@oMNaBVsA`BeE\gAbH}WFk@?u@EyAO{Cc@aGWuBa@iC_@mBUu@[w@o@gA[o@mAsD_BoFOo@]mBkBoPWwDIwC?y@DoAJcANo@Ne@dAwBVs@No@Jy@Bu@?y@G_AQ}@oBoJGs@?{@ZeHAo@Ii@M_@S_@yDiEk@a@C[CGIIM@EBIPs@o@S][y@Om@WcAi@uC[aDGmAAeBBmAJuAR}A`@aBVq@f@_Ar@iBNo@d@kC`@wA`@}@Va@d@i@lCiBtBy@f@IjAGbE`@h@Al@Op@KLLNKLE`@AHGBKAMs@a@YKkAKsB_@eAa@ETQXM@]C
2023-01-24;RB 74;76781.0;SBX;17:59:00;17:59:00;8000941.0;Bexbach;7.2554;49.34692;2023-01-24;RB 74;76781.0;SNKW;17:56:00;17:57:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;0 days 00:07:00;ecflHembk@\BLAPYDUdA`@rB^jAJXJr@`@@LCJIFa@@MDOJDN?PAt@F\TZJDN?JKN]v@wBNO`AMvAo@`@YMc@]u@s@qAX_@^w@DU?[Cg@oAaGMu@K_AIsAQeHCsB@yCEoBMmCC}AHoAp@wFD}ACq@Kk@Qo@q@uBiCqGaCeFg@eB@MAYKMEAKc@Gg@Cg@AcA~@{HbA_NNgB^sBdAmDP{@LiAFy@F{BRQjDwFn@u@bB{ArB}A~DoC{@aCpA}@JOCe@e@_B
2023-01-24;RB 74;76781.0;SHO;18:05:00;;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;2023-01-24;RB 74;76781.0;SBX;17:59:00;17:59:00;8000941.0;Bexbach;7.2554;49.34692;0 days 00:15:00;gbelHg`hk@d@~ABd@KNqA|@z@`Cf@KjBB`@KDNNHLEHQ@KCUEGMIMDSgA_A{Dt@k@BK@UAMo@sBI]SsBIoAA_Am@qFFK?KIKGBOa@}@}CYwAE[?UBCFOCKEGI@GNK@KH}AlAcAp@Qo@SaAGm@IiAMwDCkCB}CDaBVkENoAHgA?[HEHO@SEUPi@FWx@mG\yCb@{IHcAJs@vAaIhIwb@h@gB~A_DNa@t@qETcAx@gCz@wBjFcKzAgDv@yBh@mBb@qBb@cCb@mDVoCLcCBgCAeAQkE[mCUiAc@yAeDwIu@cCYyAWwBCk@E{A?mBLwBH}@RmAHYfA_DhJuStj@idApFmKjZwm@~C_GvOaWtB_D|@{@dA{@nAy@fB{@a@iAmGwKoEcHyAyA{AkAa@a@s@cAk@oAOc@WeA_@{BMmAG}@CaBYOq@F_@J[LcDr@uA`@u@f@mAxA
2023-01-24;RB 74;76782.0;SHO;;17:55:00;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;;;;;;;;;;;;
2023-01-24;RB 74;76782.0;SBX;18:00:00;18:01:00;8000941.0;Bexbach;7.2554;49.34692;2023-01-24;RB 74;76782.0;SHO;;17:55:00;8000176.0;Homburg(Saar)Hbf;7.33783;49.32915;0 days 00:13:00;ssalHogxk@lAyAt@g@tAa@hAYxAYd@A`@DRLLVJn@RfCV`Bb@hBj@`Bd@v@`@f@xCdChAhAj@x@hDrFzEtIL\BPE^IVuBrAgAz@{@z@uB`DmMzSqAvBwCnFsDpHgQl^wIzPoF|Jw\~m@eFpJwInSa@hAe@nBSlAI|@MvB?lBDzABj@VvBXxAt@bCdDvIb@xAThALx@LrAFx@HpC@dACfCMbCWnCc@lDc@bCc@pBi@lBw@xB{AfDkFbK{@vBy@fCUbAu@pEO`@_B~Ci@fBiIvb@wA`IKr@IbAc@zI]xCy@lGGVQh@KKO?MPCN@NLTLB?ZIfAOnAWjEE`BC|CBjCLvDHhAFl@R`A~BjJRhA@f@IZlAdAh@r@R`@l@tBzAzF~@zDRfAIR?Va@JkBCg@J{@aCpA}@JOCe@e@_B
2023-01-24;RB 74;76782.0;SNKW;18:03:00;18:03:00;8004312.0;Neunkirchen(Saar)-Wellesweiler;7.22666;49.35235;2023-01-24;RB 74;76782.0;SBX;18:00:00;18:01:00;8000941.0;Bexbach;7.2554;49.34692;0 days 00:07:00;gbelHg`hk@d@~ABd@KNqA|@z@`C_EnCsB|AcBzAo@t@kDvFSPGzBGx@MhAQz@eAlD_@rBE`@mAdP_AzHEl@?r@JbBCL@ZJJJ@LNzA|CnAnChCpGp@tBPn@Jj@Bp@E|Aq@vFInAB|ALlCDnBAxCBrBPdHHrAJ~@Lt@nA`GBf@?ZET_@v@Y^r@pA\t@Lb@a@XwAn@aALONw@vBO\KJO?KEU[G]@u@?QEONKLE`@AHGBKAMs@a@YKkAKsB_@eAa@ETQXM@]C
